"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig01299","K00001","contig01299","o","32064",20
"ko\:K00001\:contig01299","K00001","contig01299","f","104174",20
"ko\:K00001\:contig01299","K00001","contig01299","g","104175",20
"ko\:K00001\:contig01299","K00001","contig01299","s","104176",20
"ko\:K00001\:contig01300","K00001","contig01300","k","2",100
"ko\:K00001\:contig01300","K00001","contig01300","p","1224",100
"ko\:K00001\:contig01300","K00001","contig01300","c","1236",100
"ko\:K00001\:contig01300","K00001","contig01300","o","72274",68
"ko\:K00001\:contig01300","K00001","contig01300","f","468",68
"ko\:K00001\:contig01300","K00001","contig01300","g","469",64
"ko\:K00001\:contig01300","K00001","contig01300","s","487316",8
"ko\:K00001\:contig01301","K00001","contig01301","k","2",100
"ko\:K00001\:contig01301","K00001","contig01301","p","1224",100
"ko\:K00001\:contig01301","K00001","contig01301","c","28211",100
"ko\:K00001\:contig01301","K00001","contig01301","o","356",84
"ko\:K00001\:contig01301","K00001","contig01301","f","82115",68
"ko\:K00001\:contig01301","K00001","contig01301","g","379",48
"ko\:K00001\:contig01301","K00001","contig01301","s","384",20
"ko\:K00001\:contig01302","K00001","contig01302","k","2",100
"ko\:K00001\:contig01302","K00001","contig01302","p","1224",100
"ko\:K00001\:contig01302","K00001","contig01302","c","1236",100
"ko\:K00001\:contig01302","K00001","contig01302","o","72274",96
"ko\:K00001\:contig01302","K00001","contig01302","f","135621",96
"ko\:K00001\:contig01302","K00001","contig01302","g","286",96
"ko\:K00001\:contig01302","K00001","contig01302","s","136841",48
"ko\:K00001\:contig01302","K00001","contig01302","s","287",24
"ko\:K00001\:contig01304","K00001","contig01304","k","2",100
"ko\:K00001\:contig01304","K00001","contig01304","p","203682",83
"ko\:K00001\:contig01304","K00001","contig01304","c","203683",83
"ko\:K00001\:contig01304","K00001","contig01304","o","112",83
"ko\:K00001\:contig01304","K00001","contig01304","f","126",83
"ko\:K00001\:contig01304","K00001","contig01304","g","265488",58
"ko\:K00001\:contig01304","K00001","contig01304","s","265606",33
"ko\:K00001\:contig01305","K00001","contig01305","k","2",100
"ko\:K00001\:contig01305","K00001","contig01305","p","1224",100
"ko\:K00001\:contig01305","K00001","contig01305","c","1236",88
"ko\:K00001\:contig01305","K00001","contig01305","o","135623",60
"ko\:K00001\:contig01305","K00001","contig01305","f","641",60
"ko\:K00001\:contig01305","K00001","contig01305","g","662",44
"ko\:K00001\:contig01305","K00001","contig01305","s","717610",16
"ko\:K00001\:contig01305","K00001","contig01305","s","663",12
"ko\:K00001\:contig01306","K00001","contig01306","k","2",100
"ko\:K00001\:contig01306","K00001","contig01306","p","57723",100
"ko\:K00001\:contig01306","K00001","contig01306","c","204432",50
"ko\:K00001\:contig01306","K00001","contig01306","o","204433",50
"ko\:K00001\:contig01306","K00001","contig01306","f","204434",50
"ko\:K00001\:contig01306","K00001","contig01306","s","1267535",50
"ko\:K00001\:contig01307","K00001","contig01307","k","2",100
"ko\:K00001\:contig01307","K00001","contig01307","p","976",52
"ko\:K00001\:contig01307","K00001","contig01307","c","768503",29
"ko\:K00001\:contig01307","K00001","contig01307","o","768507",29
"ko\:K00001\:contig01307","K00001","contig01307","f","563798",19
"ko\:K00001\:contig01307","K00001","contig01307","g","246875",19
"ko\:K00001\:contig01307","K00001","contig01307","s","388413",5
"ko\:K00001\:contig01308","K00001","contig01308","k","2",100
"ko\:K00001\:contig01308","K00001","contig01308","p","203682",91
"ko\:K00001\:contig01308","K00001","contig01308","c","203683",91
"ko\:K00001\:contig01308","K00001","contig01308","o","112",91
"ko\:K00001\:contig01308","K00001","contig01308","f","126",91
"ko\:K00001\:contig01308","K00001","contig01308","g","265488",45
"ko\:K00001\:contig01308","K00001","contig01308","s","265606",36
"ko\:K00001\:contig01309","K00001","contig01309","k","2",64
"ko\:K00001\:contig01309","K00001","contig01309","p","1224",28
"ko\:K00001\:contig01309","K00001","contig01309","c","28216",24
"ko\:K00001\:contig01309","K00001","contig01309","o","80840",20
"ko\:K00001\:contig01309","K00001","contig01309","f","119060",20
"ko\:K00001\:contig01309","K00001","contig01309","g","32008",12
"ko\:K00001\:contig01309","K00001","contig01309","s","614212",4
"ko\:K00001\:contig01310","K00001","contig01310","k","2",100
"ko\:K00001\:contig01310","K00001","contig01310","p","1224",100
"ko\:K00001\:contig01310","K00001","contig01310","c","28221",100
"ko\:K00001\:contig01310","K00001","contig01310","o","29",100
"ko\:K00001\:contig01310","K00001","contig01310","f","39",100
"ko\:K00001\:contig01310","K00001","contig01310","g","224455",100
"ko\:K00001\:contig01310","K00001","contig01310","s","394096",100
"ko\:K00001\:contig01311","K00001","contig01311","k","2",100
"ko\:K00001\:contig01311","K00001","contig01311","p","203682",60
"ko\:K00001\:contig01311","K00001","contig01311","c","203683",60
"ko\:K00001\:contig01311","K00001","contig01311","o","112",60
"ko\:K00001\:contig01311","K00001","contig01311","f","126",60
"ko\:K00001\:contig01311","K00001","contig01311","g","265488",60
"ko\:K00001\:contig01311","K00001","contig01311","s","265606",40
"ko\:K00001\:contig01312","K00001","contig01312","k","2",100
"ko\:K00001\:contig01312","K00001","contig01312","p","1224",88
"ko\:K00001\:contig01312","K00001","contig01312","c","28216",44
"ko\:K00001\:contig01312","K00001","contig01312","o","80840",28
"ko\:K00001\:contig01312","K00001","contig01312","f","80864",12
"ko\:K00001\:contig01312","K00001","contig01312","g","283",4
"ko\:K00001\:contig01312","K00001","contig01312","s","265291",4
"ko\:K00001\:contig01313","K00001","contig01313","k","2",100
"ko\:K00001\:contig01313","K00001","contig01313","p","1224",100
"ko\:K00001\:contig01313","K00001","contig01313","c","28211",100
"ko\:K00001\:contig01313","K00001","contig01313","o","356",50
"ko\:K00001\:contig01313","K00001","contig01313","f","41294",25
"ko\:K00001\:contig01313","K00001","contig01313","g","374",25
"ko\:K00001\:contig01313","K00001","contig01313","s","1298867",25
"ko\:K00001\:contig01315","K00001","contig01315","k","2",100
"ko\:K00001\:contig01315","K00001","contig01315","p","1224",88
"ko\:K00001\:contig01315","K00001","contig01315","c","28216",88
"ko\:K00001\:contig01315","K00001","contig01315","o","80840",88
"ko\:K00001\:contig01315","K00001","contig01315","f","119060",38
"ko\:K00001\:contig01315","K00001","contig01315","g","106589",25
"ko\:K00001\:contig01315","K00001","contig01315","s","248026",13
"ko\:K00001\:contig01316","K00001","contig01316","k","2",100
"ko\:K00001\:contig01316","K00001","contig01316","p","1224",60
"ko\:K00001\:contig01316","K00001","contig01316","c","1236",48
"ko\:K00001\:contig01316","K00001","contig01316","o","72274",36
"ko\:K00001\:contig01316","K00001","contig01316","f","135621",36
"ko\:K00001\:contig01316","K00001","contig01316","g","286",36
"ko\:K00001\:contig01316","K00001","contig01316","s","136841",32
"ko\:K00001\:contig01316","K00001","contig01316","s","287",32
"ko\:K00001\:contig01317","K00001","contig01317","k","2",100
"ko\:K00001\:contig01317","K00001","contig01317","p","1224",100
"ko\:K00001\:contig01317","K00001","contig01317","c","28211",50
"ko\:K00001\:contig01317","K00001","contig01317","o","356",50
"ko\:K00001\:contig01317","K00001","contig01317","f","119043",50
"ko\:K00001\:contig01317","K00001","contig01317","g","256616",50
"ko\:K00001\:contig01317","K00001","contig01317","s","256618",50
"ko\:K00001\:contig01318","K00001","contig01318","k","2",100
"ko\:K00001\:contig01318","K00001","contig01318","p","1224",100
"ko\:K00001\:contig01318","K00001","contig01318","c","28211",100
"ko\:K00001\:contig01318","K00001","contig01318","o","356",100
"ko\:K00001\:contig01318","K00001","contig01318","f","45401",100
"ko\:K00001\:contig01318","K00001","contig01318","g","46913",100
"ko\:K00001\:contig01318","K00001","contig01318","s","1380412",50
"ko\:K00001\:contig01320","K00001","contig01320","k","2",100
"ko\:K00001\:contig01320","K00001","contig01320","p","201174",64
"ko\:K00001\:contig01320","K00001","contig01320","c","1760",64
"ko\:K00001\:contig01320","K00001","contig01320","o","2037",64
"ko\:K00001\:contig01320","K00001","contig01320","f","28056",55
"ko\:K00001\:contig01320","K00001","contig01320","g","168694",55
"ko\:K00001\:contig01320","K00001","contig01320","s","351187",18
"ko\:K00001\:contig01321","K00001","contig01321","k","2",100
"ko\:K00001\:contig01321","K00001","contig01321","p","142182",67
"ko\:K00001\:contig01321","K00001","contig01321","c","219685",67
"ko\:K00001\:contig01321","K00001","contig01321","o","219686",67
"ko\:K00001\:contig01321","K00001","contig01321","f","219687",67
"ko\:K00001\:contig01321","K00001","contig01321","g","173479",67
"ko\:K00001\:contig01321","K00001","contig01321","s","173480",33
"ko\:K00001\:contig01322","K00001","contig01322","k","2",100
"ko\:K00001\:contig01322","K00001","contig01322","p","1239",92
"ko\:K00001\:contig01322","K00001","contig01322","c","91061",92
"ko\:K00001\:contig01322","K00001","contig01322","o","1385",88
"ko\:K00001\:contig01322","K00001","contig01322","f","186820",84
"ko\:K00001\:contig01322","K00001","contig01322","g","1637",84
"ko\:K00001\:contig01322","K00001","contig01322","s","1639",48
"ko\:K00001\:contig01324","K00001","contig01324","k","2",100
"ko\:K00001\:contig01324","K00001","contig01324","p","1239",60
"ko\:K00001\:contig01324","K00001","contig01324","c","186801",48
"ko\:K00001\:contig01324","K00001","contig01324","o","186802",48
"ko\:K00001\:contig01324","K00001","contig01324","f","541000",24
"ko\:K00001\:contig01324","K00001","contig01324","g","1508657",20
"ko\:K00001\:contig01324","K00001","contig01324","s","29362",8
"ko\:K00001\:contig01325","K00001","contig01325","k","2",95
"ko\:K00001\:contig01325","K00001","contig01325","p","1117",60
"ko\:K00001\:contig01325","K00001","contig01325","o","1118",20
"ko\:K00001\:contig01325","K00001","contig01325","g","43988",15
"ko\:K00001\:contig01325","K00001","contig01325","s","497965",5
"ko\:K00001\:contig01326","K00001","contig01326","k","2",100
"ko\:K00001\:contig01326","K00001","contig01326","p","203682",100
"ko\:K00001\:contig01326","K00001","contig01326","c","203683",100
"ko\:K00001\:contig01326","K00001","contig01326","o","112",100
"ko\:K00001\:contig01326","K00001","contig01326","f","126",100
"ko\:K00001\:contig01326","K00001","contig01326","g","113",50
"ko\:K00001\:contig01326","K00001","contig01326","s","114",50
"ko\:K00001\:contig01327","K00001","contig01327","k","2",100
"ko\:K00001\:contig01327","K00001","contig01327","p","1224",100
"ko\:K00001\:contig01327","K00001","contig01327","c","28211",100
"ko\:K00001\:contig01327","K00001","contig01327","o","356",100
"ko\:K00001\:contig01327","K00001","contig01327","f","41294",100
"ko\:K00001\:contig01327","K00001","contig01327","g","374",64
"ko\:K00001\:contig01327","K00001","contig01327","s","375",32
"ko\:K00001\:contig01328","K00001","contig01328","k","2",100
"ko\:K00001\:contig01328","K00001","contig01328","p","1224",100
"ko\:K00001\:contig01328","K00001","contig01328","c","28211",100
"ko\:K00001\:contig01328","K00001","contig01328","o","356",50
"ko\:K00001\:contig01328","K00001","contig01328","f","41294",50
"ko\:K00001\:contig01328","K00001","contig01328","g","1073",50
"ko\:K00001\:contig01328","K00001","contig01328","s","1076",25
"ko\:K00001\:contig01329","K00001","contig01329","k","2",100
"ko\:K00001\:contig01329","K00001","contig01329","p","203682",50
"ko\:K00001\:contig01329","K00001","contig01329","c","203683",50
"ko\:K00001\:contig01329","K00001","contig01329","o","112",50
"ko\:K00001\:contig01329","K00001","contig01329","f","126",50
"ko\:K00001\:contig01329","K00001","contig01329","g","113",17
"ko\:K00001\:contig01329","K00001","contig01329","s","114",17
"ko\:K00001\:contig01330","K00001","contig01330","k","2",100
"ko\:K00001\:contig01330","K00001","contig01330","p","1224",100
"ko\:K00001\:contig01330","K00001","contig01330","c","28211",100
"ko\:K00001\:contig01330","K00001","contig01330","o","356",96
"ko\:K00001\:contig01330","K00001","contig01330","f","41294",68
"ko\:K00001\:contig01330","K00001","contig01330","g","1073",32
"ko\:K00001\:contig01330","K00001","contig01330","s","1076",32
"ko\:K00001\:contig01331","K00001","contig01331","k","2",100
"ko\:K00001\:contig01331","K00001","contig01331","p","1224",88
"ko\:K00001\:contig01331","K00001","contig01331","c","28216",48
"ko\:K00001\:contig01331","K00001","contig01331","o","80840",48
"ko\:K00001\:contig01331","K00001","contig01331","f","119060",32
"ko\:K00001\:contig01331","K00001","contig01331","g","48736",24
"ko\:K00001\:contig01331","K00001","contig01331","s","305",20
"ko\:K00001\:contig01333","K00001","contig01333","k","2",100
"ko\:K00001\:contig01333","K00001","contig01333","p","1224",100
"ko\:K00001\:contig01333","K00001","contig01333","c","28216",100
"ko\:K00001\:contig01333","K00001","contig01333","o","206389",100
"ko\:K00001\:contig01333","K00001","contig01333","f","75787",100
"ko\:K00001\:contig01333","K00001","contig01333","g","33057",67
"ko\:K00001\:contig01333","K00001","contig01333","s","76112",33
"ko\:K00001\:contig01334","K00001","contig01334","k","2",100
"ko\:K00001\:contig01334","K00001","contig01334","p","203682",90
"ko\:K00001\:contig01334","K00001","contig01334","c","203683",90
"ko\:K00001\:contig01334","K00001","contig01334","o","112",90
"ko\:K00001\:contig01334","K00001","contig01334","f","126",90
"ko\:K00001\:contig01334","K00001","contig01334","g","265488",70
"ko\:K00001\:contig01334","K00001","contig01334","s","265606",40
"ko\:K00001\:contig01335","K00001","contig01335","k","2",100
"ko\:K00001\:contig01335","K00001","contig01335","p","1224",100
"ko\:K00001\:contig01335","K00001","contig01335","c","28216",92
"ko\:K00001\:contig01335","K00001","contig01335","o","206389",58
"ko\:K00001\:contig01335","K00001","contig01335","f","75787",58
"ko\:K00001\:contig01335","K00001","contig01335","g","33057",29
"ko\:K00001\:contig01335","K00001","contig01335","s","76112",4
"ko\:K00001\:contig01336","K00001","contig01336","k","2",100
"ko\:K00001\:contig01336","K00001","contig01336","p","1224",94
"ko\:K00001\:contig01336","K00001","contig01336","c","28211",50
"ko\:K00001\:contig01336","K00001","contig01336","o","356",50
"ko\:K00001\:contig01336","K00001","contig01336","f","41294",25
"ko\:K00001\:contig01336","K00001","contig01336","g","374",13
"ko\:K00001\:contig01336","K00001","contig01336","s","29448",6
"ko\:K00001\:contig01337","K00001","contig01337","k","2",100
"ko\:K00001\:contig01337","K00001","contig01337","p","1239",92
"ko\:K00001\:contig01337","K00001","contig01337","c","91061",92
"ko\:K00001\:contig01337","K00001","contig01337","o","1385",92
"ko\:K00001\:contig01337","K00001","contig01337","f","186817",80
"ko\:K00001\:contig01337","K00001","contig01337","g","1386",80
"ko\:K00001\:contig01337","K00001","contig01337","s","86661",68
"ko\:K00001\:contig01337","K00001","contig01337","s","1396",40
"ko\:K00001\:contig01339","K00001","contig01339","k","2",100
"ko\:K00001\:contig01339","K00001","contig01339","p","1224",100
"ko\:K00001\:contig01339","K00001","contig01339","c","28216",96
"ko\:K00001\:contig01339","K00001","contig01339","o","80840",96
"ko\:K00001\:contig01339","K00001","contig01339","f","506",48
"ko\:K00001\:contig01339","K00001","contig01339","g","517",48
"ko\:K00001\:contig01339","K00001","contig01339","s","518",40
"ko\:K00001\:contig01340","K00001","contig01340","k","2",100
"ko\:K00001\:contig01340","K00001","contig01340","p","201174",56
"ko\:K00001\:contig01340","K00001","contig01340","c","1760",56
"ko\:K00001\:contig01340","K00001","contig01340","o","2037",56
"ko\:K00001\:contig01340","K00001","contig01340","f","2070",24
"ko\:K00001\:contig01340","K00001","contig01340","g","1813",12
"ko\:K00001\:contig01340","K00001","contig01340","s","1814",4
"ko\:K00001\:contig01341","K00001","contig01341","k","2",100
"ko\:K00001\:contig01341","K00001","contig01341","p","201174",92
"ko\:K00001\:contig01341","K00001","contig01341","c","1760",92
"ko\:K00001\:contig01341","K00001","contig01341","o","2037",92
"ko\:K00001\:contig01341","K00001","contig01341","f","2062",36
"ko\:K00001\:contig01341","K00001","contig01341","g","1883",36
